cpu_util,mem_usage,sys_load,age,priority
37.427079575612034,257504,8.803599686384167,16,3
94.72485773838586,792440,5.918887388212843,3,3
37.62595855309158,119870,4.816669879641154,11,2
55.840424973580504,1791738,2.4872415443028792,18,3
11.119748230615134,1979490,2.5368217387313874,17,3
46.86606419941263,748249,7.409738609106683,7,2
11.752624677710488,1321992,7.442116569432979,2,3
58.336876509715964,1210205,4.002228928720248,16,3
8.289132169335423,313920,2.235958385194526,5,1
80.21092490267341,1653068,9.69878826707639,14,5
89.11431136980711,1634837,9.24643330223596,4,4
25.29901679892411,523570,9.69302535619099,17,3
16.62154319092529,152528,6.957486889846171,0,2
62.75580800840635,1517077,3.8420183137921993,10,2
28.096318959223034,1028479,0.5786389775770739,5,2
45.56567527857129,166203,3.356600647969632,3,1
46.36984049399822,1495385,2.2939474570494967,4,2
97.43948076661665,1693023,4.532408468288311,16,4
27.976350716894572,417428,8.137950197069486,15,3
16.26169393448913,1313997,0.7620037959916315,5,2
94.9799913291924,673695,5.811626211808263,1,3
8.274842003530614,944573,8.660638895004084,12,3
16.483426113700094,625303,3.7646336687804958,0,1
48.03700818663547,1915790,1.5041689110352818,16,3
83.83287047111378,1953025,0.3682186763599138,0,3
1.3671964826997285,803286,8.647223762550531,16,3
53.434627502946306,1813796,9.966368370739055,4,3
72.61208440718481,1153385,8.496473906774115,16,5
24.108483232963184,1187341,2.5144243951179845,12,3
60.617463445088006,646237,8.782206674791922,7,2
61.81282404578958,1184763,2.6867248202530734,6,2
67.15731955927996,1337665,4.7621069678901415,2,2
52.01635011119934,661419,8.163857352130623,11,3
56.093797153538624,910717,7.918178394696329,16,3
13.401522845064074,639542,7.55137255673619,13,3
70.40797680992236,415826,9.031510586766263,1,3
35.058755880659696,417537,6.366443216222826,14,3
43.747492202372904,1603678,7.263970326502283,5,3
45.09104474161044,1453038,3.9654278232127016,9,2
86.23637087467452,1396516,7.964717756738773,9,4
92.65876251614944,1891305,7.689177413153975,19,5
45.913575623826134,323777,6.208056844220913,1,2
32.875161028750824,529802,5.796499344717384,10,2
7.586332810866391,779574,1.2804583895777244,10,1
13.882717264941014,1172647,1.8006727234929853,3,2
34.56672833238632,1405794,8.743176048544171,17,4
60.19353955409602,1028818,0.40868616266478863,4,2
34.508262782238674,1185244,0.3180468148516513,5,2
12.06358711006008,1515400,3.559914842719861,13,3
36.42698610480755,191865,6.903948286293653,8,2
9.229058622874609,909006,6.279003894909078,14,3
51.165701354726124,1128202,9.208724005318132,16,4
27.687764814720374,310176,0.8451700768068193,2,1
18.45210193563773,1667438,5.365906459873325,13,4
61.825477153029595,1222262,5.312657539735341,1,3
74.74709381337566,366765,1.477390919062267,18,3
71.33495858845524,904462,8.444406726336288,10,3
53.211348526531566,1123980,8.672149810747232,5,3
53.261726645502314,1315502,1.048691665324809,4,2
18.228387847595805,101062,3.220791655831783,6,1
8.92043287120562,870173,1.1976213181925122,16,2
34.29268642782603,1547960,6.791023191444896,2,3
64.8822840291576,486193,0.8692028808742369,14,2
73.68224753949129,637198,7.4543947418433,16,4
56.44585425226413,1623241,2.8377590579872445,5,2
89.96473971450123,672735,5.707783046689119,12,4
33.0348481280914,521240,2.372267917359945,5,1
36.535681967405765,172303,1.6068137325955567,10,1
8.788762454014387,962557,1.7337359529475482,8,1
8.023374566164222,518034,0.18242481428361046,4,1
98.23786169086064,1055614,8.966102629740208,19,5
96.94704332753689,1271459,0.05300006397605417,16,4
49.07487792587845,1130117,6.68643219924431,1,3
55.67628930139298,1489959,4.76619484126412,12,3
76.94929331919369,237541,9.679940665042343,3,3
42.54364386164168,1329024,7.362471836984882,11,4
11.483682473920354,1253113,7.677795014428388,5,3
58.123822142261226,382762,9.320143422569341,12,3
53.258943255158584,382272,3.6923048150989612,9,1
54.86031179381532,503081,9.899602323899453,12,3
68.45715478798333,1157088,1.3882477344202038,8,2
76.02278598896865,1920618,4.731662010518923,5,3
41.18409141472685,1111293,1.0669925011343606,4,2
83.06194077877291,886667,4.085182929359169,10,2
93.83404568210378,446699,3.792285849638004,0,2
74.11206492900591,1192501,0.4809464396408769,7,3
82.79408871774919,158596,2.0162732004774453,2,2
16.426579793099293,622244,2.3569174606499974,13,2
52.30654247691193,1955619,3.1619658229649463,9,2
39.244510742263536,929735,4.519486012990392,7,1
37.69444294249076,1291602,6.2410154418183765,0,3
74.76093801762511,1298222,5.7748627090612565,16,5
89.95745732745685,538774,5.31857479688174,7,3
22.902539092479635,1684166,1.1689804070836407,5,2
33.281578591248426,445266,3.3490561465708613,19,2
79.4025189270296,1416128,5.334610919763215,6,4
57.315084925738866,675644,1.5167487973275118,0,1
70.69804612434591,1180730,7.43946292572677,3,4
56.98896848713165,1180841,4.939814871308626,9,2
34.20817487159075,1596972,1.1063173695520723,3,2
45.700021928167835,1999443,3.9728729056036727,7,2
14.991742734877377,1162958,4.089551770854932,12,3
72.00365365460743,247550,5.9844270120522705,3,3
54.27244433475962,1535434,5.990293647773265,19,4
18.159771680142565,1162729,3.425242571785434,5,2
40.08514167636399,494030,2.8792961647572612,10,1
15.33514031160802,1355564,1.3911619414306187,17,3
61.14542354346478,288014,7.260955860624008,10,2
93.21182824836124,923651,9.187505222607465,4,3
92.24993811772957,990695,6.513672109882461,16,4
57.62883601668132,1258521,0.6892153936721879,18,3
73.64442356247228,1323975,8.40439631980423,10,4
45.08393714041321,384260,9.848411989623346,13,3
18.632087949412067,479862,9.208418826173723,18,3
59.127543574492925,430388,3.7930569838554886,8,1
20.55798083756375,925656,0.04632023004602859,8,1
11.426730005568775,1998739,5.373956029379229,10,3
92.29602317984849,1680934,3.469532018962277,1,3
91.84547249393012,762143,2.2460482293998196,11,3
91.27494628791288,871253,1.763869865062233,6,2
16.55133174279738,906388,9.148459010681,16,3
78.04957075460877,1145482,6.322642879195303,17,5
66.35373720167107,1395302,9.755413156827563,8,3
14.866272775311295,414997,8.606320178907339,7,2
50.21950103312426,830880,3.099369262686109,18,2
20.990559309558577,551282,3.49386999049333,16,2
3.654966784809488,1763261,8.36564813292333,18,4
6.570863942835237,688365,7.140591997898282,17,3
52.439026932758004,1530491,4.810879483875859,5,2
76.53562810662406,1334816,3.3436281131048218,6,3
75.32462207474508,1513897,2.707446731435538,13,4
52.65784666592938,1885910,1.5615259736619036,17,3
86.69937600115234,1258151,0.2709599250348349,2,3
23.10747965880714,176218,5.055078791060338,7,2
10.410858198457385,578446,5.694435177635003,18,3
65.27461078518748,1774222,7.2081309631050665,2,3
24.317219099945408,525037,6.031974021769796,13,3
83.02198645669915,1005667,9.444097255772734,13,5
29.314773026101328,1559119,0.8692501495034932,9,2
8.550853085446807,1675062,8.481280954668835,15,4
18.143543508979732,244931,6.429255636142532,17,3
89.26717110769748,360910,6.247612710432511,10,3
25.94234334312925,1379361,3.6305921219509054,11,3
83.06545065652497,1096261,7.738345232013403,8,4
43.61265291353167,238155,2.195105250809587,11,2
14.011317576645254,1405289,5.657766199665605,13,4
47.10654526938144,1855856,4.8477836715034615,16,3
26.867735938494608,659655,6.988458531609044,6,2
21.802310749408647,248757,8.34930236799299,3,2
13.22762111253304,880316,1.716792858483035,4,1
1.8390676547466733,1114929,5.2966167865508105,9,3
57.651647551425356,655941,0.6717539991571009,4,1
65.14203883518643,752665,7.202025816322958,9,2
14.0018538660449,151226,9.00018641848105,5,2
73.21845784590624,1140993,6.005168604336534,6,4
57.32943781794007,1029168,4.187705248920731,13,3
4.696596677505505,1249947,9.586271773132205,0,3
8.279866792512646,635843,7.709859255354785,10,2
28.869373677069987,976031,9.15513677291914,6,2
61.04046670079576,478165,4.760504021990997,14,2
95.40869365396331,1112117,7.325720972102503,0,4
26.99112223921949,1354126,2.622640442998251,2,2
84.15296603100434,1029616,4.963662472012364,12,4
15.467214088323622,1326952,7.7091220374582194,8,3
7.513778173580876,793264,4.127935506067523,10,1
59.82860582681546,997048,2.464020332391068,2,1
7.776534407895708,1758987,6.946964708544268,5,3
59.023066686908706,675762,3.145965568094109,16,2
13.68186309189614,280553,6.905602324456406,16,3
18.513292883861965,1805277,9.581707930039304,18,4
73.22248864095612,1855796,7.590358455388499,4,4
69.22765645178525,420197,9.805768001799882,17,3
48.942496364314046,177454,6.931752114569248,8,2
94.40593396866133,1664718,0.44165437710100175,15,4
92.52483174156659,1816118,5.558065814371797,6,4
3.394597858579884,764180,7.310236714582816,18,3
92.43961953765304,1625233,4.2176265973051255,17,4
74.50645481202204,938003,8.445493985350703,17,4
52.243457607116895,166150,0.3700763471549262,2,1
56.0677194003514,550348,0.7695320162920916,4,1
53.02651326349002,590457,7.247667715287615,11,3
57.24277594334657,1242647,5.394912923753372,12,4
62.58913764370091,1111727,4.268170566548644,11,3
23.295947475363377,223618,8.700988739009299,12,3
52.8937134027212,541759,9.325899094252529,6,2
0.9485433628498074,1980092,7.671882889311269,11,4
62.75054632183701,709719,2.716869710690041,9,1
9.169933511143014,1959582,4.213570022770702,4,2
73.22718071846451,1889616,1.1047411313139466,13,4
29.70028764548822,1314449,2.963081204559901,4,2
4.209318963636188,1370464,9.103391020575343,14,4
42.77731337358623,311760,3.9163014054035603,3,1
21.825388786506416,1191577,7.979893221433834,4,3
8.94110023122595,530789,9.823305150800817,13,3
60.079844644219804,1833693,6.134113892107077,6,3
99.11686261369765,1072346,4.015802364254874,18,4
51.26885110165086,963561,0.46945357147813005,8,1
18.643826214425452,1335202,8.26205695793966,4,3
5.784267656339637,1614542,2.163240230365535,8,2
92.77522831952129,1297945,5.250315008602682,9,4
51.52479243147259,1044189,9.963357758067243,2,3
81.58331249906178,1472133,6.229373829351187,14,5
3.486516023382491,1775843,5.8008620783781115,1,3
45.74320977737073,342615,2.6560004258870604,8,1
4.437666353323677,713089,8.621276172654506,8,2
32.9051365369871,1977528,5.5085737060913935,1,3
40.845321307069874,658030,0.05082139818025966,4,1
4.878358167317309,1714737,0.8104621590764793,15,3
68.32587636595959,1235564,8.512069140487688,7,3
88.29062691374612,626684,9.0651371944458,2,3
34.780920790219305,1310209,5.437789079973992,12,4
26.70282701694213,1010597,5.212603121804149,15,4
65.84518346584255,590042,8.672942009598025,8,2
33.40088787452379,1855692,6.974714616692836,9,3
10.583409382858399,1217850,7.527166395576412,6,3
88.16371327703501,1722572,8.71843527745232,18,5
87.90714802281316,1226825,1.288698674734452,10,3
22.86251615249235,142534,1.607598960483082,3,1
55.6181735039757,1337580,5.074677337608362,6,3
19.313286458729305,588972,6.169269183757422,16,3
55.98443123088295,620551,2.5980358106415977,12,2
77.98453951511436,302053,2.833429482655816,6,2
54.12665786761103,535423,8.401215027412189,14,3
93.20281055100175,1099701,9.372284872364512,3,4
6.78370591051719,883066,1.6637758693227234,11,2
6.73506014687717,697897,4.735738884350885,17,2
87.15368061523763,1579359,6.760522571867544,11,5
74.96518317429248,973698,5.943958592285453,11,4
2.458691645880151,748074,8.21512947407441,14,3
48.864319040466576,1765970,2.525087496883822,1,2
27.362666628166586,332732,9.443036349578298,2,2
45.13870243296755,313030,5.270240962118621,10,2
22.07696127887604,1602337,7.728227800168045,19,4
65.45112142811352,1432762,8.680543225322928,11,4
3.130231374751624,1444476,9.436159201675988,15,4
85.73600920924986,808691,3.9759439796279428,4,2
98.39776479598282,762784,3.2074274043812743,5,2
22.995460589108617,1019484,2.0035914354871265,16,3
65.1666825375885,1655979,5.627502863433826,11,4
47.32099066915572,1903847,1.5924573827926447,16,3
9.116449040619168,1550503,7.70921844644052,13,4
53.03543937282561,1318758,6.262203216314154,11,4
3.2526179491251916,1979867,9.675112636137777,19,4
79.65372909761763,430904,0.012318351664258875,6,2
12.518579220255043,179083,2.475399556033752,8,1
20.052472670033673,1747608,1.6082546907819006,1,2
79.75591006371882,1402922,9.84351407402904,16,5
1.1620539908100636,878513,6.8045662635932525,17,3
47.99388347171235,1865982,7.218876279269351,10,3
69.49818861265426,1212864,9.52648638038717,8,3
3.9618825348357145,264053,7.491616391012831,8,2
24.204501586252746,1536536,5.709045018441643,14,4
49.888815345135605,1769211,7.024649705441039,9,3
77.5804735792956,1472401,3.2646130824399187,1,3
53.42422059764451,998792,3.5062693120918076,0,1
82.45140468968339,1729849,3.9692327620159604,1,3
97.74663863147858,853753,6.894649691372657,17,4
82.14407280098665,821001,1.6748258225906976,16,3
95.15499743553269,944092,7.064757264869011,5,3
59.47766373769361,1790696,0.5197128365147241,8,2
70.90605194509165,1661863,9.473504626310387,19,5
33.94501925428061,1697690,4.843984475740406,10,2
89.48166560605276,1083939,5.974758626319301,2,4
4.075410609247276,1926491,7.315895217553319,10,3
72.48265598740583,172715,2.4710323401014644,12,3
47.92789285762873,183186,2.192139873580443,13,2
33.68957917711069,1176956,7.896985071424791,18,4
16.167254414680265,1617509,7.192017782722639,4,3
99.63339160567419,889352,4.932768467837995,9,2
40.32613611238318,1587292,0.7219840897917584,14,3
25.76828885112137,1047531,1.7419333657825364,19,3
62.876481820594506,1960971,7.677238880667803,17,4
86.70314961224486,366847,5.880583780900793,1,3
48.666894142470284,1716449,5.977235652558644,3,3
42.17209268734554,1964434,5.923503285933622,11,4
38.38471518677963,1012935,8.359980637812095,0,3
13.15676851272598,119975,4.053101830857434,9,1
23.754332492387764,974829,5.1261520520580515,4,2
85.4385093369579,488076,4.371653888168265,14,3
59.291839983178185,1445766,3.5923336939976567,1,2
9.526150795462629,1250096,3.910815366517607,1,2
85.79862539227058,1136548,3.251900642246949,7,3
59.87139801001076,853315,9.698210450785448,14,3
23.46740382615511,1856169,0.7349674733001266,13,3
33.08893629891719,302332,3.3700317643128628,8,1
43.08875236618059,869299,5.878843711103869,11,3
70.67772168854458,313567,3.592507479162456,10,2
73.64020150656405,1089156,5.3351192529969556,16,5
84.41704489691972,126155,4.463686465125855,14,3
86.82712805132586,1280267,5.399058395022125,19,5
26.974961151698963,1870440,5.31169528001032,19,4
5.169683724152696,1622688,1.221099140100268,5,2
18.001043747272348,858842,3.161561049767505,16,2
58.467070044258875,1043115,1.4834320096208886,17,3
96.51186964360456,345546,0.17379790185479638,17,3
97.30977480703464,246470,4.547398556338591,14,3
52.17300466362131,1681974,6.668642575461043,19,4
12.574151180664883,1776925,3.079299415911909,15,3
93.98197919268418,497686,1.623818946623209,0,2
73.08294748708764,1827132,4.437502193045711,4,3
96.3346832820399,1919822,6.926259522261645,10,4
68.32480282896458,548625,2.4414729042237426,7,1
86.46088359550367,588011,1.1310981907657303,13,3
91.86777969935042,201376,2.1567515239771717,15,3
82.68388837118775,1620708,5.771852367117481,1,4
99.94137257706666,1648229,3.1811155361811947,0,3
40.690796072287064,735567,7.524277626155725,12,3
28.86855955306381,1057386,8.78515561301348,5,3
32.70331615632387,584965,4.381723464119877,1,1
76.22851347766158,1393590,4.35583314812933,10,3
37.56722518817265,338389,6.490746587943931,14,3
63.02087483291442,858470,5.634389273484588,18,3
38.85581012703457,1363008,2.375441308743275,16,3
44.441945275120155,179973,0.7319592376844364,2,1
16.844438514271964,1602025,7.59344327922866,8,3
37.978578017922985,325049,9.514785596659912,1,2
47.9181877629731,1179924,8.137662883195864,11,4
14.899185597019471,1202127,5.801723692273323,11,4
47.66954750411592,1484490,7.6488326154212825,5,3
74.68757161358226,782347,9.555236959549347,12,4
82.23934188170581,950538,0.0756287497814212,14,3
7.12802700551639,401454,2.4348229657629927,10,1
38.00745089372053,1718243,9.344360268055143,18,4
10.142082844921651,237084,6.173517574129742,19,3
67.00960346109417,1846588,8.030258978326634,2,3
58.09320532627977,1263369,6.103337833109183,17,4
39.99052068041562,798956,4.135491015253515,10,1
12.322265417216604,275211,1.8143834769562694,12,2
18.4585129537033,1630814,1.0687692309474384,9,2
18.522844654740965,1268311,9.629268752375799,3,3
8.703896258765864,1469909,5.502265421562617,12,4
63.31513755940223,1094170,0.025840148449823852,8,2
79.37438503805163,621998,6.1098098885099175,9,3
90.00231233980112,1792367,5.566370579367172,4,4
30.206050183479505,205111,8.226143185136785,6,2
66.75498992914704,1476401,7.666561352004059,9,3
45.17676787372291,884625,1.5298380082856267,16,2
73.68737449441821,117633,4.728919656331821,16,3
17.844596522777213,1216964,6.4197150044326605,6,3
54.669741271407005,157993,2.568838476457148,12,2
59.4476335186173,893853,1.4177439352710186,2,1
59.70469168956917,357681,4.043187681042921,6,1
72.45168513986181,942186,9.912559937021882,13,4
10.410964938416633,1035129,3.372271327554204,6,2
77.26227274493826,1160899,0.8565824959643054,0,3
59.57507281889567,1427176,3.2337156211552074,5,2
35.49963058319373,477539,4.424099364806695,1,1
66.96026161339618,561227,2.3371208191043302,7,1
88.00790875614582,1143445,2.3082918915401205,2,3
19.03248628190678,498465,9.941393612211675,1,2
36.2944271845992,1660354,7.306505102392461,19,4
6.0142342600785215,1324491,0.8876739410776846,4,2
17.530294235765965,372670,7.548378199408478,15,3
40.94778530052039,1499453,4.503709362581851,15,3
0.12366797594094425,408623,6.64911724487218,19,3
47.488654350621864,967869,2.3464208185545354,18,2
15.241601333041743,1371300,7.371802250072431,11,4
24.365671606386663,837565,5.209579772720422,5,2
25.704726643207987,1407079,7.552704204968079,0,3
60.84864126597913,110699,7.820280876703859,1,2
6.310903307915017,1792128,2.2735730009609876,12,3
36.01364074715191,1132532,3.4632176858900356,8,2
50.97242467516981,489954,3.969815170742834,3,1
87.33366617238478,714661,9.193919732144174,10,3
57.458738231776664,826331,8.514249577450958,9,2
50.115299918200975,985296,1.163663978854761,17,2
62.795005277263584,291703,5.324811925594261,13,3
80.59254001176211,393894,3.046791390980408,8,2
32.252797784641515,1959234,1.7352451498650867,1,2
22.361443449631125,1352557,9.756102008599148,9,3
82.24805636343609,960952,4.793544401378518,0,2
92.27571905133944,1154477,1.3919802461752984,15,4
76.48098009029954,245788,3.1753144787673704,2,2
39.86630277723131,1723064,6.663068858350397,1,3
6.817230938549357,1909377,5.0610755484675085,14,4
96.31151115891738,1015387,7.767236304716927,12,5
93.64491738836605,652467,4.3951168863291015,5,2
0.03325061204894064,571082,6.195879548978295,18,3
38.64608411591471,1715777,4.5980042376932015,1,2
48.46015870188647,1591633,0.5778056099636664,14,3
98.36789252634136,1863410,1.706647585499984,8,3
78.26960407441493,1176717,1.010458110106467,15,4
69.16180555693194,1714432,5.094221281497897,6,3
22.889460484661363,1060612,6.152194382310109,19,4
17.375259566229452,898843,8.480158852494014,17,3
13.071037674019948,1705235,4.047984290851998,2,2
36.77593508772896,388859,4.816348465348623,6,1
73.3614380561402,1224949,9.63822275482351,1,4
13.380373627948872,630836,0.19192276823056686,14,2
58.21482297799723,1434742,1.3710970572899905,6,2
61.894819300772156,1209004,0.12120774643893273,17,3
62.92988060107362,640340,8.015371118829895,12,3
4.263320928703274,1452144,1.097361986775035,10,2
45.43773345599609,610259,2.660192780053807,3,1
86.46603921404177,1448207,7.373570773877996,7,4
81.06859279862663,1439100,3.944762785700353,5,3
39.23937215284745,819401,8.920846889402345,8,2
10.21495296575381,103191,3.1540689574801273,0,1
80.8883461636328,1152207,2.5467062204605115,9,3
93.03188848378237,652959,9.017619921354235,10,3
49.54521034609818,608679,8.951177407065364,7,2
22.696469436536415,1091120,0.6665204056068996,12,3
15.016900081704165,654399,9.882752710001313,4,2
4.783082039410546,1921895,0.8479201604580322,10,2
65.90355342036808,1700946,0.712567277652586,16,3
95.65013982994802,974772,3.8759523148276953,13,3
99.1588408870274,301139,7.746535311811819,6,3
78.38426767676738,1599698,1.7410933533408435,4,3
54.96160437189245,1012735,0.6871283251826776,9,2
2.094496103091281,703103,5.146575865735116,16,3
29.544477747742025,873887,2.2784241754310997,8,1
38.19396396528959,619089,0.10427699397403067,3,1
61.50129680388666,1043693,0.6925430628585993,17,3
32.221550344462834,1103171,2.928220367009647,7,2
11.395663471431716,854444,5.824226582072464,15,3
81.17697880901376,1081883,1.566384369738083,9,3
33.82675059944984,1600071,5.985315756843656,8,3
37.21670238375133,1973722,5.50091940458156,17,4
94.30758377447076,507507,1.2150137630091806,18,3
88.69249002092695,1401367,9.924154004894701,6,4
84.6514338690278,406094,2.522410201733616,12,3
22.106337145372844,1688861,8.419985528900614,7,3
55.781322551106996,1898806,6.561618376810715,10,3
32.005983252098346,1206581,9.846697395245082,12,4
16.481481572943714,1736892,6.852980161158734,19,4
81.77853298569451,668926,4.883941300649396,11,3
73.28015447662506,1152330,7.581850110765373,0,4
50.83605469162799,895326,1.0593071255849296,6,1
57.71727832875501,895928,7.61121537043158,14,3
16.08481739577462,1925977,0.09331619827093296,0,2
74.171206151293,542882,9.918099513493635,7,3
19.395386726777485,1912287,8.000709686991595,10,3
31.092893000755417,789556,7.330712960296748,6,2
61.497824034113236,1749729,3.553845686857394,12,3
53.86956673430391,1102403,0.052296135429127366,11,3
74.57337827312321,1526445,7.495454844688883,19,5
32.69316163380791,845182,3.0560421549021486,18,2
99.63343376272474,724771,3.853758830473618,3,2
72.2070938202737,1870485,5.930443341867841,4,4
66.30420045004922,1882581,6.956181464968068,9,3
61.95893374598407,204195,1.8131927992550523,12,2
9.299063982313216,1438486,8.742624706102378,13,4
72.34047656122863,673156,5.799837874281312,19,4
56.06600944161709,1257655,6.764679372263622,17,4
60.214564405248105,1570523,3.221080042291855,13,3
14.899973614924345,543031,3.3423831869606078,5,1
20.984199485640943,1919491,5.172690564416094,15,4
37.34625961441734,1416189,3.2819275360931153,0,2
8.860042967961723,1805587,0.6254222689736844,14,3
99.83475113929497,133787,2.9944351049188667,0,2
42.1248053294072,1969059,4.961663841132195,14,3
11.833619092338733,1117541,9.911264318213037,10,3
73.99863866856118,604409,5.877693608621982,19,4
36.22354416522884,265937,1.6529411097017455,10,1
